"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill"
"ILEMUC01_SH_10","ILEMUC","01","SH","ILEMUC01_SH","10","WS0","warm","short","chill0"
"ILEMUC01_SH_11","ILEMUC","01","SH","ILEMUC01_SH","11","WL2","warm","long","chill2"
"ILEMUC01_SH_12","ILEMUC","01","SH","ILEMUC01_SH","12","CS0","cool","short","chill0"
"ILEMUC03_HF_01","ILEMUC","03","HF","ILEMUC03_HF","01","CL1","cool","long","chill1"
"ILEMUC03_HF_02","ILEMUC","03","HF","ILEMUC03_HF","02","CS0","cool","short","chill0"
"ILEMUC03_HF_03","ILEMUC","03","HF","ILEMUC03_HF","03","WL1","warm","long","chill1"
"ILEMUC03_HF_04","ILEMUC","03","HF","ILEMUC03_HF","04","WS2","warm","short","chill2"
"ILEMUC03_HF_05","ILEMUC","03","HF","ILEMUC03_HF","05","WL0","warm","long","chill0"
"ILEMUC03_HF_06","ILEMUC","03","HF","ILEMUC03_HF","06","CS2","cool","short","chill2"
"ILEMUC03_HF_07","ILEMUC","03","HF","ILEMUC03_HF","07","WL2","warm","long","chill2"
"ILEMUC03_HF_08","ILEMUC","03","HF","ILEMUC03_HF","08","WS1","warm","short","chill1"
"ILEMUC03_HF_09","ILEMUC","03","HF","ILEMUC03_HF","09","CL0","cool","long","chill0"
"ILEMUC03_HF_10","ILEMUC","03","HF","ILEMUC03_HF","10","CL2","cool","long","chill2"
"ILEMUC03_HF_11","ILEMUC","03","HF","ILEMUC03_HF","11","WS0","warm","short","chill0"
"ILEMUC03_HF_12","ILEMUC","03","HF","ILEMUC03_HF","12","CS1","cool","short","chill1"
"ILEMUC03_SH_01","ILEMUC","03","SH","ILEMUC03_SH","01","WL0","warm","long","chill0"
"ILEMUC03_SH_02","ILEMUC","03","SH","ILEMUC03_SH","02","WS1","warm","short","chill1"
"ILEMUC03_SH_03","ILEMUC","03","SH","ILEMUC03_SH","03","WS2","warm","short","chill2"
"ILEMUC03_SH_04","ILEMUC","03","SH","ILEMUC03_SH","04","WL2","warm","long","chill2"
"ILEMUC03_SH_05","ILEMUC","03","SH","ILEMUC03_SH","05","CS0","cool","short","chill0"
"ILEMUC03_SH_06","ILEMUC","03","SH","ILEMUC03_SH","06","WS0","warm","short","chill0"
"ILEMUC03_SH_07","ILEMUC","03","SH","ILEMUC03_SH","07","CS2","cool","short","chill2"
"ILEMUC03_SH_08","ILEMUC","03","SH","ILEMUC03_SH","08","CL2","cool","long","chill2"
"ILEMUC03_SH_09","ILEMUC","03","SH","ILEMUC03_SH","09","CL1","cool","long","chill1"
"ILEMUC03_SH_10","ILEMUC","03","SH","ILEMUC03_SH","10","CL0","cool","long","chill0"
"ILEMUC03_SH_11","ILEMUC","03","SH","ILEMUC03_SH","11","WL1","warm","long","chill1"
"ILEMUC03_SH_12","ILEMUC","03","SH","ILEMUC03_SH","12","CS1","cool","short","chill1"
"ILEMUC04_HF_01","ILEMUC","04","HF","ILEMUC04_HF","01","WS1","warm","short","chill1"
"ILEMUC04_HF_02","ILEMUC","04","HF","ILEMUC04_HF","02","WL0","warm","long","chill0"
"ILEMUC04_HF_03","ILEMUC","04","HF","ILEMUC04_HF","03","CL1","cool","long","chill1"
"ILEMUC04_HF_04","ILEMUC","04","HF","ILEMUC04_HF","04","CL0","cool","long","chill0"
"ILEMUC04_HF_05","ILEMUC","04","HF","ILEMUC04_HF","05","CS0","cool","short","chill0"
"ILEMUC04_HF_06","ILEMUC","04","HF","ILEMUC04_HF","06","CS1","cool","short","chill1"
"ILEMUC04_HF_07","ILEMUC","04","HF","ILEMUC04_HF","07","WS0","warm","short","chill0"
"ILEMUC04_HF_08","ILEMUC","04","HF","ILEMUC04_HF","08","CL2","cool","long","chill2"
"ILEMUC04_HF_09","ILEMUC","04","HF","ILEMUC04_HF","09","WL1","warm","long","chill1"
"ILEMUC04_HF_10","ILEMUC","04","HF","ILEMUC04_HF","10","WL2","warm","long","chill2"
"ILEMUC04_HF_11","ILEMUC","04","HF","ILEMUC04_HF","11","WS2","warm","short","chill2"
"ILEMUC04_HF_12","ILEMUC","04","HF","ILEMUC04_HF","12","CS2","cool","short","chill2"
"ILEMUC04_SH_01","ILEMUC","04","SH","ILEMUC04_SH","01","CS0","cool","short","chill0"
"ILEMUC04_SH_02","ILEMUC","04","SH","ILEMUC04_SH","02","CL1","cool","long","chill1"
"ILEMUC04_SH_03","ILEMUC","04","SH","ILEMUC04_SH","03","CS1","cool","short","chill1"
"ILEMUC04_SH_04","ILEMUC","04","SH","ILEMUC04_SH","04","WS2","warm","short","chill2"
"ILEMUC04_SH_05","ILEMUC","04","SH","ILEMUC04_SH","05","WS0","warm","short","chill0"
"ILEMUC04_SH_06","ILEMUC","04","SH","ILEMUC04_SH","06","CL0","cool","long","chill0"
"ILEMUC04_SH_07","ILEMUC","04","SH","ILEMUC04_SH","07","CL2","cool","long","chill2"
"ILEMUC04_SH_08","ILEMUC","04","SH","ILEMUC04_SH","08","WL0","warm","long","chill0"
"ILEMUC04_SH_09","ILEMUC","04","SH","ILEMUC04_SH","09","WL1","warm","long","chill1"
"ILEMUC04_SH_10","ILEMUC","04","SH","ILEMUC04_SH","10","WS1","warm","short","chill1"
"ILEMUC04_SH_11","ILEMUC","04","SH","ILEMUC04_SH","11","CS2","cool","short","chill2"
"ILEMUC04_SH_12","ILEMUC","04","SH","ILEMUC04_SH","12","WL2","warm","long","chill2"
"ILEMUC05_HF_01","ILEMUC","05","HF","ILEMUC05_HF","01","WS2","warm","short","chill2"
"ILEMUC05_HF_02","ILEMUC","05","HF","ILEMUC05_HF","02","WS1","warm","short","chill1"
"ILEMUC05_HF_03","ILEMUC","05","HF","ILEMUC05_HF","03","CS1","cool","short","chill1"
"ILEMUC05_HF_04","ILEMUC","05","HF","ILEMUC05_HF","04","WS0","warm","short","chill0"
"ILEMUC05_HF_05","ILEMUC","05","HF","ILEMUC05_HF","05","CS0","cool","short","chill0"
"ILEMUC05_HF_06","ILEMUC","05","HF","ILEMUC05_HF","06","WL0","warm","long","chill0"
"ILEMUC05_HF_07","ILEMUC","05","HF","ILEMUC05_HF","07","WL2","warm","long","chill2"
"ILEMUC05_HF_08","ILEMUC","05","HF","ILEMUC05_HF","08","CL1","cool","long","chill1"
"ILEMUC05_HF_09","ILEMUC","05","HF","ILEMUC05_HF","09","CL0","cool","long","chill0"
"ILEMUC05_HF_10","ILEMUC","05","HF","ILEMUC05_HF","10","CL2","cool","long","chill2"
"ILEMUC05_HF_11","ILEMUC","05","HF","ILEMUC05_HF","11","CS2","cool","short","chill2"
"ILEMUC05_HF_12","ILEMUC","05","HF","ILEMUC05_HF","12","WL1","warm","long","chill1"
"ILEMUC05_SH_01","ILEMUC","05","SH","ILEMUC05_SH","01","WL2","warm","long","chill2"
"ILEMUC05_SH_02","ILEMUC","05","SH","ILEMUC05_SH","02","CL1","cool","long","chill1"
"ILEMUC05_SH_03","ILEMUC","05","SH","ILEMUC05_SH","03","CS2","cool","short","chill2"
"ILEMUC05_SH_04","ILEMUC","05","SH","ILEMUC05_SH","04","CS0","cool","short","chill0"
"ILEMUC05_SH_05","ILEMUC","05","SH","ILEMUC05_SH","05","CL2","cool","long","chill2"
"ILEMUC05_SH_06","ILEMUC","05","SH","ILEMUC05_SH","06","CL0","cool","long","chill0"
"ILEMUC05_SH_07","ILEMUC","05","SH","ILEMUC05_SH","07","CS1","cool","short","chill1"
"ILEMUC05_SH_08","ILEMUC","05","SH","ILEMUC05_SH","08","WL0","warm","long","chill0"
"ILEMUC05_SH_09","ILEMUC","05","SH","ILEMUC05_SH","09","WS2","warm","short","chill2"
"ILEMUC05_SH_10","ILEMUC","05","SH","ILEMUC05_SH","10","WS0","warm","short","chill0"
"ILEMUC05_SH_11","ILEMUC","05","SH","ILEMUC05_SH","11","WL1","warm","long","chill1"
"ILEMUC05_SH_12","ILEMUC","05","SH","ILEMUC05_SH","12","WS1","warm","short","chill1"
"ILEMUC06_HF_01","ILEMUC","06","HF","ILEMUC06_HF","01","CL0","cool","long","chill0"
"ILEMUC06_HF_02","ILEMUC","06","HF","ILEMUC06_HF","02","WL1","warm","long","chill1"
"ILEMUC06_HF_03","ILEMUC","06","HF","ILEMUC06_HF","03","CS1","cool","short","chill1"
"ILEMUC06_HF_04","ILEMUC","06","HF","ILEMUC06_HF","04","WS2","warm","short","chill2"
"ILEMUC06_HF_05","ILEMUC","06","HF","ILEMUC06_HF","05","WS0","warm","short","chill0"
"ILEMUC06_HF_06","ILEMUC","06","HF","ILEMUC06_HF","06","CS2","cool","short","chill2"
"ILEMUC06_HF_07","ILEMUC","06","HF","ILEMUC06_HF","07","CL2","cool","long","chill2"
"ILEMUC06_HF_08","ILEMUC","06","HF","ILEMUC06_HF","08","WS1","warm","short","chill1"
"ILEMUC06_HF_09","ILEMUC","06","HF","ILEMUC06_HF","09","WL2","warm","long","chill2"
"ILEMUC06_HF_10","ILEMUC","06","HF","ILEMUC06_HF","10","CS0","cool","short","chill0"
"ILEMUC06_HF_11","ILEMUC","06","HF","ILEMUC06_HF","11","WL0","warm","long","chill0"
"ILEMUC06_HF_12","ILEMUC","06","HF","ILEMUC06_HF","12","CL1","cool","long","chill1"
"ILEMUC06_SH_01","ILEMUC","06","SH","ILEMUC06_SH","01","WS2","warm","short","chill2"
"ILEMUC06_SH_02","ILEMUC","06","SH","ILEMUC06_SH","02","CS2","cool","short","chill2"
"ILEMUC06_SH_03","ILEMUC","06","SH","ILEMUC06_SH","03","CS0","cool","short","chill0"
"ILEMUC06_SH_04","ILEMUC","06","SH","ILEMUC06_SH","04","CS1","cool","short","chill1"
"ILEMUC06_SH_05","ILEMUC","06","SH","ILEMUC06_SH","05","WL0","warm","long","chill0"
"ILEMUC06_SH_06","ILEMUC","06","SH","ILEMUC06_SH","06","WS0","warm","short","chill0"
"ILEMUC06_SH_07","ILEMUC","06","SH","ILEMUC06_SH","07","WL2","warm","long","chill2"
"ILEMUC06_SH_08","ILEMUC","06","SH","ILEMUC06_SH","08","CL0","cool","long","chill0"
"ILEMUC06_SH_09","ILEMUC","06","SH","ILEMUC06_SH","09","WL1","warm","long","chill1"
"ILEMUC06_SH_10","ILEMUC","06","SH","ILEMUC06_SH","10","WS1","warm","short","chill1"
"ILEMUC06_SH_11","ILEMUC","06","SH","ILEMUC06_SH","11","CL2","cool","long","chill2"
"ILEMUC06_SH_12","ILEMUC","06","SH","ILEMUC06_SH","12","CL1","cool","long","chill1"
"ILEMUC07_HF_01","ILEMUC","07","HF","ILEMUC07_HF","01","CS1","cool","short","chill1"
"ILEMUC07_HF_02","ILEMUC","07","HF","ILEMUC07_HF","02","WS0","warm","short","chill0"
"ILEMUC07_HF_03","ILEMUC","07","HF","ILEMUC07_HF","03","CL0","cool","long","chill0"
"ILEMUC07_HF_04","ILEMUC","07","HF","ILEMUC07_HF","04","CL2","cool","long","chill2"
"ILEMUC07_HF_05","ILEMUC","07","HF","ILEMUC07_HF","05","WL2","warm","long","chill2"
"ILEMUC07_HF_06","ILEMUC","07","HF","ILEMUC07_HF","06","CS0","cool","short","chill0"
"ILEMUC07_HF_07","ILEMUC","07","HF","ILEMUC07_HF","07","WL0","warm","long","chill0"
"ILEMUC07_HF_08","ILEMUC","07","HF","ILEMUC07_HF","08","CL1","cool","long","chill1"
"ILEMUC07_HF_09","ILEMUC","07","HF","ILEMUC07_HF","09","WS2","warm","short","chill2"
"ILEMUC07_HF_10","ILEMUC","07","HF","ILEMUC07_HF","10","WS1","warm","short","chill1"
"ILEMUC07_HF_11","ILEMUC","07","HF","ILEMUC07_HF","11","WL1","warm","long","chill1"
"ILEMUC07_HF_12","ILEMUC","07","HF","ILEMUC07_HF","12","CS2","cool","short","chill2"
"ILEMUC07_SH_01","ILEMUC","07","SH","ILEMUC07_SH","01","CL2","cool","long","chill2"
"ILEMUC07_SH_02","ILEMUC","07","SH","ILEMUC07_SH","02","WS2","warm","short","chill2"
"ILEMUC07_SH_03","ILEMUC","07","SH","ILEMUC07_SH","03","WL0","warm","long","chill0"
"ILEMUC07_SH_04","ILEMUC","07","SH","ILEMUC07_SH","04","CL1","cool","long","chill1"
"ILEMUC07_SH_05","ILEMUC","07","SH","ILEMUC07_SH","05","WL2","warm","long","chill2"
"ILEMUC07_SH_06","ILEMUC","07","SH","ILEMUC07_SH","06","CS0","cool","short","chill0"
"ILEMUC07_SH_07","ILEMUC","07","SH","ILEMUC07_SH","07","CS2","cool","short","chill2"
"ILEMUC07_SH_08","ILEMUC","07","SH","ILEMUC07_SH","08","WL1","warm","long","chill1"
"ILEMUC07_SH_09","ILEMUC","07","SH","ILEMUC07_SH","09","WS0","warm","short","chill0"
"ILEMUC07_SH_10","ILEMUC","07","SH","ILEMUC07_SH","10","CL0","cool","long","chill0"
"ILEMUC07_SH_11","ILEMUC","07","SH","ILEMUC07_SH","11","WS1","warm","short","chill1"
"ILEMUC07_SH_12","ILEMUC","07","SH","ILEMUC07_SH","12","CS1","cool","short","chill1"
"ILEMUC08_HF_01","ILEMUC","08","HF","ILEMUC08_HF","01","WS2","warm","short","chill2"
"ILEMUC08_HF_02","ILEMUC","08","HF","ILEMUC08_HF","02","WL2","warm","long","chill2"
"ILEMUC08_HF_03","ILEMUC","08","HF","ILEMUC08_HF","03","WS0","warm","short","chill0"
"ILEMUC08_HF_04","ILEMUC","08","HF","ILEMUC08_HF","04","CL2","cool","long","chill2"
"ILEMUC08_HF_05","ILEMUC","08","HF","ILEMUC08_HF","05","WS1","warm","short","chill1"
"ILEMUC08_HF_06","ILEMUC","08","HF","ILEMUC08_HF","06","CL0","cool","long","chill0"
"ILEMUC08_HF_07","ILEMUC","08","HF","ILEMUC08_HF","07","WL1","warm","long","chill1"
"ILEMUC08_HF_08","ILEMUC","08","HF","ILEMUC08_HF","08","CS1","cool","short","chill1"
"ILEMUC08_HF_09","ILEMUC","08","HF","ILEMUC08_HF","09","CL1","cool","long","chill1"
"ILEMUC08_HF_10","ILEMUC","08","HF","ILEMUC08_HF","10","CS2","cool","short","chill2"
"ILEMUC08_HF_11","ILEMUC","08","HF","ILEMUC08_HF","11","WL0","warm","long","chill0"
"ILEMUC08_HF_12","ILEMUC","08","HF","ILEMUC08_HF","12","CS0","cool","short","chill0"
"KALANG03_SH_01","KALANG","03","SH","KALANG03_SH","01","WL0","warm","long","chill0"
"KALANG03_SH_02","KALANG","03","SH","KALANG03_SH","02","CL0","cool","long","chill0"
"KALANG03_SH_03","KALANG","03","SH","KALANG03_SH","03","WS0","warm","short","chill0"
"KALANG03_SH_04","KALANG","03","SH","KALANG03_SH","04","CS0","cool","short","chill0"
"KALANG04_SH_01","KALANG","04","SH","KALANG04_SH","01","CS0","cool","short","chill0"
"KALANG04_SH_02","KALANG","04","SH","KALANG04_SH","02","WS0","warm","short","chill0"
"KALANG04_SH_03","KALANG","04","SH","KALANG04_SH","03","WL0","warm","long","chill0"
"KALANG04_SH_04","KALANG","04","SH","KALANG04_SH","04","CL0","cool","long","chill0"
"KALANG05_SH_01","KALANG","05","SH","KALANG05_SH","01","WL0","warm","long","chill0"
"KALANG05_SH_02","KALANG","05","SH","KALANG05_SH","02","CL0","cool","long","chill0"
"KALANG05_SH_03","KALANG","05","SH","KALANG05_SH","03","CS0","cool","short","chill0"
"KALANG05_SH_04","KALANG","05","SH","KALANG05_SH","04","WS0","warm","short","chill0"
"KALANG07_HF_01","KALANG","07","HF","KALANG07_HF","01","CL0","cool","long","chill0"
"KALANG07_HF_02","KALANG","07","HF","KALANG07_HF","02","WL0","warm","long","chill0"
"KALANG07_HF_03","KALANG","07","HF","KALANG07_HF","03","CS0","cool","short","chill0"
"KALANG07_HF_04","KALANG","07","HF","KALANG07_HF","04","WS0","warm","short","chill0"
"KALANG07_SH_01","KALANG","07","SH","KALANG07_SH","01","WS0","warm","short","chill0"
"KALANG07_SH_02","KALANG","07","SH","KALANG07_SH","02","CS0","cool","short","chill0"
"KALANG07_SH_03","KALANG","07","SH","KALANG07_SH","03","CL0","cool","long","chill0"
"KALANG07_SH_04","KALANG","07","SH","KALANG07_SH","04","WL0","warm","long","chill0"
"KALANG08_SH_01","KALANG","08","SH","KALANG08_SH","01","WL0","warm","long","chill0"
"KALANG08_SH_02","KALANG","08","SH","KALANG08_SH","02","WS0","warm","short","chill0"
"KALANG08_SH_03","KALANG","08","SH","KALANG08_SH","03","CL0","cool","long","chill0"
"KALANG08_SH_04","KALANG","08","SH","KALANG08_SH","04","CS0","cool","short","chill0"
"KALANG09_HF_01","KALANG","09","HF","KALANG09_HF","01","WS0","warm","short","chill0"
"KALANG09_HF_02","KALANG","09","HF","KALANG09_HF","02","CL0","cool","long","chill0"
"KALANG09_HF_03","KALANG","09","HF","KALANG09_HF","03","CS0","cool","short","chill0"
"KALANG09_HF_04","KALANG","09","HF","KALANG09_HF","04","WL0","warm","long","chill0"
"KALANG11_HF_01","KALANG","11","HF","KALANG11_HF","01","WL0","warm","long","chill0"
"KALANG11_HF_02","KALANG","11","HF","KALANG11_HF","02","WS0","warm","short","chill0"
"KALANG11_HF_03","KALANG","11","HF","KALANG11_HF","03","CL0","cool","long","chill0"
"KALANG11_HF_04","KALANG","11","HF","KALANG11_HF","04","CS0","cool","short","chill0"
"KALANG12_HF_01","KALANG","12","HF","KALANG12_HF","01","WL0","warm","long","chill0"
"KALANG12_HF_02","KALANG","12","HF","KALANG12_HF","02","CS0","cool","short","chill0"
"KALANG12_HF_03","KALANG","12","HF","KALANG12_HF","03","CL0","cool","long","chill0"
"KALANG12_HF_04","KALANG","12","HF","KALANG12_HF","04","WS0","warm","short","chill0"
"KALANG13_HF_01","KALANG","13","HF","KALANG13_HF","01","WS0","warm","short","chill0"
"KALANG13_HF_02","KALANG","13","HF","KALANG13_HF","02","CL0","cool","long","chill0"
"KALANG13_HF_03","KALANG","13","HF","KALANG13_HF","03","CS0","cool","short","chill0"
"KALANG13_HF_04","KALANG","13","HF","KALANG13_HF","04","WL0","warm","long","chill0"
"KALANG14_HF_01","KALANG","14","HF","KALANG14_HF","01","CS0","cool","short","chill0"
"KALANG14_HF_02","KALANG","14","HF","KALANG14_HF","02","CL0","cool","long","chill0"
"KALANG14_HF_03","KALANG","14","HF","KALANG14_HF","03","WS0","warm","short","chill0"
"KALANG14_HF_04","KALANG","14","HF","KALANG14_HF","04","WL0","warm","long","chill0"
"KALANG99_SH_01","KALANG","99","SH","KALANG99_SH","01","CS0","cool","short","chill0"
"KALANG99_SH_02","KALANG","99","SH","KALANG99_SH","02","CL0","cool","long","chill0"
"KALANG99_SH_03","KALANG","99","SH","KALANG99_SH","03","WS0","warm","short","chill0"
"KALANG99_SH_04","KALANG","99","SH","KALANG99_SH","04","WL0","warm","long","chill0"
"LONCAN01_HF_01","LONCAN","01","HF","LONCAN01_HF","01","CL0","cool","long","chill0"
"LONCAN01_HF_02","LONCAN","01","HF","LONCAN01_HF","02","WS0","warm","short","chill0"
"LONCAN01_HF_03","LONCAN","01","HF","LONCAN01_HF","03","WL0","warm","long","chill0"
"LONCAN01_HF_04","LONCAN","01","HF","LONCAN01_HF","04","CS0","cool","short","chill0"
"LONCAN01_SH_01","LONCAN","01","SH","LONCAN01_SH","01","CL0","cool","long","chill0"
"LONCAN01_SH_02","LONCAN","01","SH","LONCAN01_SH","02","WL0","warm","long","chill0"
"LONCAN01_SH_03","LONCAN","01","SH","LONCAN01_SH","03","WS0","warm","short","chill0"
"LONCAN01_SH_04","LONCAN","01","SH","LONCAN01_SH","04","CS0","cool","short","chill0"
"LONCAN02_HF_01","LONCAN","02","HF","LONCAN02_HF","01","WL0","warm","long","chill0"
"LONCAN02_HF_02","LONCAN","02","HF","LONCAN02_HF","02","CS0","cool","short","chill0"
"LONCAN02_HF_03","LONCAN","02","HF","LONCAN02_HF","03","WS0","warm","short","chill0"
"LONCAN02_HF_04","LONCAN","02","HF","LONCAN02_HF","04","CL0","cool","long","chill0"
"LONCAN04_HF_01","LONCAN","04","HF","LONCAN04_HF","01","WS0","warm","short","chill0"
"LONCAN04_HF_02","LONCAN","04","HF","LONCAN04_HF","02","CL0","cool","long","chill0"
"LONCAN04_HF_03","LONCAN","04","HF","LONCAN04_HF","03","WL0","warm","long","chill0"
"LONCAN04_HF_04","LONCAN","04","HF","LONCAN04_HF","04","CS0","cool","short","chill0"
"LONCAN05_HF_01","LONCAN","05","HF","LONCAN05_HF","01","CS0","cool","short","chill0"
"LONCAN05_HF_02","LONCAN","05","HF","LONCAN05_HF","02","WS0","warm","short","chill0"
"LONCAN05_HF_03","LONCAN","05","HF","LONCAN05_HF","03","WL0","warm","long","chill0"
"LONCAN05_HF_04","LONCAN","05","HF","LONCAN05_HF","04","CL0","cool","long","chill0"
"LONCAN05_SH_01","LONCAN","05","SH","LONCAN05_SH","01","WL0","warm","long","chill0"
"LONCAN05_SH_02","LONCAN","05","SH","LONCAN05_SH","02","CL0","cool","long","chill0"
"LONCAN05_SH_03","LONCAN","05","SH","LONCAN05_SH","03","CS0","cool","short","chill0"
"LONCAN05_SH_04","LONCAN","05","SH","LONCAN05_SH","04","WS0","warm","short","chill0"
"LONCAN06_HF_01","LONCAN","06","HF","LONCAN06_HF","01","CL0","cool","long","chill0"
"LONCAN06_HF_02","LONCAN","06","HF","LONCAN06_HF","02","CS0","cool","short","chill0"
"LONCAN06_HF_03","LONCAN","06","HF","LONCAN06_HF","03","WL0","warm","long","chill0"
"LONCAN06_HF_04","LONCAN","06","HF","LONCAN06_HF","04","WS0","warm","short","chill0"
"LONCAN07_HF_01","LONCAN","07","HF","LONCAN07_HF","01","WL0","warm","long","chill0"
"LONCAN07_HF_02","LONCAN","07","HF","LONCAN07_HF","02","WS0","warm","short","chill0"
"LONCAN07_HF_03","LONCAN","07","HF","LONCAN07_HF","03","CS0","cool","short","chill0"
"LONCAN07_HF_04","LONCAN","07","HF","LONCAN07_HF","04","CL0","cool","long","chill0"
"LONCAN99_SH_01","LONCAN","99","SH","LONCAN99_SH","01","CS0","cool","short","chill0"
"LONCAN99_SH_02","LONCAN","99","SH","LONCAN99_SH","02","CL0","cool","long","chill0"
"LONCAN99_SH_03","LONCAN","99","SH","LONCAN99_SH","03","WS0","warm","short","chill0"
"LONCAN99_SH_04","LONCAN","99","SH","LONCAN99_SH","04","WL0","warm","long","chill0"
"LYOLIG05_HF_01","LYOLIG","05","HF","LYOLIG05_HF","01","WL0","warm","long","chill0"
"LYOLIG05_HF_02","LYOLIG","05","HF","LYOLIG05_HF","02","CL0","cool","long","chill0"
"LYOLIG05_HF_03","LYOLIG","05","HF","LYOLIG05_HF","03","CS0","cool","short","chill0"
"LYOLIG05_HF_04","LYOLIG","05","HF","LYOLIG05_HF","04","WS0","warm","short","chill0"
"LYOLIG06_HF_01","LYOLIG","06","HF","LYOLIG06_HF","01","CL0","cool","long","chill0"
"LYOLIG06_HF_02","LYOLIG","06","HF","LYOLIG06_HF","02","WL0","warm","long","chill0"
"LYOLIG06_HF_03","LYOLIG","06","HF","LYOLIG06_HF","03","WS0","warm","short","chill0"
"LYOLIG06_HF_04","LYOLIG","06","HF","LYOLIG06_HF","04","CS0","cool","short","chill0"
"LYOLIG07_HF_01","LYOLIG","07","HF","LYOLIG07_HF","01","WS0","warm","short","chill0"
"LYOLIG07_HF_02","LYOLIG","07","HF","LYOLIG07_HF","02","CS0","cool","short","chill0"
"LYOLIG07_HF_03","LYOLIG","07","HF","LYOLIG07_HF","03","CL0","cool","long","chill0"
"LYOLIG07_HF_04","LYOLIG","07","HF","LYOLIG07_HF","04","WL0","warm","long","chill0"
"LYOLIG08_HF_01","LYOLIG","08","HF","LYOLIG08_HF","01","CS0","cool","short","chill0"
"LYOLIG08_HF_02","LYOLIG","08","HF","LYOLIG08_HF","02","WL0","warm","long","chill0"
"LYOLIG08_HF_03","LYOLIG","08","HF","LYOLIG08_HF","03","CL0","cool","long","chill0"
"LYOLIG08_HF_04","LYOLIG","08","HF","LYOLIG08_HF","04","WS0","warm","short","chill0"
"LYOLIG09_HF_01","LYOLIG","09","HF","LYOLIG09_HF","01","WS0","warm","short","chill0"
"LYOLIG09_HF_02","LYOLIG","09","HF","LYOLIG09_HF","02","CL0","cool","long","chill0"
"LYOLIG09_HF_03","LYOLIG","09","HF","LYOLIG09_HF","03","CS0","cool","short","chill0"
"LYOLIG09_HF_04","LYOLIG","09","HF","LYOLIG09_HF","04","WL0","warm","long","chill0"
"LYOLIG33_HF_01","LYOLIG","33","HF","LYOLIG33_HF","01","CL0","cool","long","chill0"
"LYOLIG33_HF_02","LYOLIG","33","HF","LYOLIG33_HF","02","CS0","cool","short","chill0"
"LYOLIG33_HF_03","LYOLIG","33","HF","LYOLIG33_HF","03","WL0","warm","long","chill0"
"LYOLIG33_HF_04","LYOLIG","33","HF","LYOLIG33_HF","04","WS0","warm","short","chill0"
"NYSSYL03_HF_01","NYSSYL","03","HF","NYSSYL03_HF","01","CS0","cool","short","chill0"
"NYSSYL03_HF_02","NYSSYL","03","HF","NYSSYL03_HF","02","CL0","cool","long","chill0"
"NYSSYL03_HF_03","NYSSYL","03","HF","NYSSYL03_HF","03","WL0","warm","long","chill0"
"NYSSYL03_HF_04","NYSSYL","03","HF","NYSSYL03_HF","04","WS0","warm","short","chill0"
"NYSSYL06_HF_01","NYSSYL","06","HF","NYSSYL06_HF","01","CS0","cool","short","chill0"
"NYSSYL06_HF_02","NYSSYL","06","HF","NYSSYL06_HF","02","CL0","cool","long","chill0"
"NYSSYL06_HF_03","NYSSYL","06","HF","NYSSYL06_HF","03","WS0","warm","short","chill0"
"NYSSYL06_HF_04","NYSSYL","06","HF","NYSSYL06_HF","04","WL0","warm","long","chill0"
"NYSSYL08_HF_01","NYSSYL","08","HF","NYSSYL08_HF","01","WS0","warm","short","chill0"
"NYSSYL08_HF_02","NYSSYL","08","HF","NYSSYL08_HF","02","CS0","cool","short","chill0"
"NYSSYL08_HF_03","NYSSYL","08","HF","NYSSYL08_HF","03","WL0","warm","long","chill0"
"NYSSYL08_HF_04","NYSSYL","08","HF","NYSSYL08_HF","04","CL0","cool","long","chill0"
"NYSSYL10_HF_01","NYSSYL","10","HF","NYSSYL10_HF","01","WS0","warm","short","chill0"
"NYSSYL10_HF_02","NYSSYL","10","HF","NYSSYL10_HF","02","WL0","warm","long","chill0"
"NYSSYL10_HF_03","NYSSYL","10","HF","NYSSYL10_HF","03","CS0","cool","short","chill0"
"NYSSYL10_HF_04","NYSSYL","10","HF","NYSSYL10_HF","04","CL0","cool","long","chill0"
"NYSSYL13_HF_01","NYSSYL","13","HF","NYSSYL13_HF","01","CS0","cool","short","chill0"
"NYSSYL13_HF_02","NYSSYL","13","HF","NYSSYL13_HF","02","WL0","warm","long","chill0"
"NYSSYL13_HF_03","NYSSYL","13","HF","NYSSYL13_HF","03","WS0","warm","short","chill0"
"NYSSYL13_HF_04","NYSSYL","13","HF","NYSSYL13_HF","04","CL0","cool","long","chill0"
"NYSSYL14_HF_01","NYSSYL","14","HF","NYSSYL14_HF","01","CL0","cool","long","chill0"
"NYSSYL14_HF_02","NYSSYL","14","HF","NYSSYL14_HF","02","CS0","cool","short","chill0"
"NYSSYL14_HF_03","NYSSYL","14","HF","NYSSYL14_HF","03","WS0","warm","short","chill0"
"NYSSYL14_HF_04","NYSSYL","14","HF","NYSSYL14_HF","04","WL0","warm","long","chill0"
"POPGRA01_SH_01","POPGRA","01","SH","POPGRA01_SH","01","WS1","warm","short","chill1"
"POPGRA01_SH_02","POPGRA","01","SH","POPGRA01_SH","02","WL2","warm","long","chill2"
"POPGRA01_SH_03","POPGRA","01","SH","POPGRA01_SH","03","CS0","cool","short","chill0"
"POPGRA01_SH_04","POPGRA","01","SH","POPGRA01_SH","04","CL1","cool","long","chill1"
