"id","sp","rep","site","ind","twig","treatcode","warm","photo","chill"
"ACERUB14_HF_06","ACERUB","14","HF","ACERUB14_HF","06","WS1","warm","short","chill1"
"ACERUB14_HF_07","ACERUB","14","HF","ACERUB14_HF","07","CL1","cool","long","chill1"
"ACERUB14_HF_08","ACERUB","14","HF","ACERUB14_HF","08","CS0","cool","short","chill0"
"ACERUB14_HF_09","ACERUB","14","HF","ACERUB14_HF","09","CS2","cool","short","chill2"
"ACERUB14_HF_10","ACERUB","14","HF","ACERUB14_HF","10","CS1","cool","short","chill1"
"ACERUB14_HF_11","ACERUB","14","HF","ACERUB14_HF","11","WL2","warm","long","chill2"
"ACERUB14_HF_12","ACERUB","14","HF","ACERUB14_HF","12","WS2","warm","short","chill2"
"ACESAC99_HF_01","ACESAC","99","HF","ACESAC99_HF","01","WL1","warm","long","chill1"
"ACESAC99_HF_02","ACESAC","99","HF","ACESAC99_HF","02","WS1","warm","short","chill1"
"ACESAC99_HF_03","ACESAC","99","HF","ACESAC99_HF","03","WS0","warm","short","chill0"
"ACESAC99_HF_04","ACESAC","99","HF","ACESAC99_HF","04","CS2","cool","short","chill2"
"ACESAC99_HF_05","ACESAC","99","HF","ACESAC99_HF","05","CS0","cool","short","chill0"
"ACESAC99_HF_06","ACESAC","99","HF","ACESAC99_HF","06","CL1","cool","long","chill1"
"ACESAC99_HF_07","ACESAC","99","HF","ACESAC99_HF","07","WL2","warm","long","chill2"
"ACESAC99_HF_08","ACESAC","99","HF","ACESAC99_HF","08","WL0","warm","long","chill0"
"ACESAC99_HF_09","ACESAC","99","HF","ACESAC99_HF","09","CL2","cool","long","chill2"
"ACESAC99_HF_10","ACESAC","99","HF","ACESAC99_HF","10","WS2","warm","short","chill2"
"ACESAC99_HF_11","ACESAC","99","HF","ACESAC99_HF","11","CL0","cool","long","chill0"
"ACESAC99_HF_12","ACESAC","99","HF","ACESAC99_HF","12","CS1","cool","short","chill1"
"ACESAC02_HF_01","ACESAC","02","HF","ACESAC02_HF","01","CL2","cool","long","chill2"
"ACESAC02_HF_02","ACESAC","02","HF","ACESAC02_HF","02","WL0","warm","long","chill0"
"ACESAC02_HF_03","ACESAC","02","HF","ACESAC02_HF","03","WS2","warm","short","chill2"
"ACESAC02_HF_04","ACESAC","02","HF","ACESAC02_HF","04","CL1","cool","long","chill1"
"ACESAC02_HF_05","ACESAC","02","HF","ACESAC02_HF","05","CS0","cool","short","chill0"
"ACESAC02_HF_06","ACESAC","02","HF","ACESAC02_HF","06","CL0","cool","long","chill0"
"ACESAC02_HF_07","ACESAC","02","HF","ACESAC02_HF","07","WS0","warm","short","chill0"
"ACESAC02_HF_08","ACESAC","02","HF","ACESAC02_HF","08","WL2","warm","long","chill2"
"ACESAC02_HF_09","ACESAC","02","HF","ACESAC02_HF","09","CS2","cool","short","chill2"
"ACESAC02_HF_10","ACESAC","02","HF","ACESAC02_HF","10","WS1","warm","short","chill1"
"ACESAC02_HF_11","ACESAC","02","HF","ACESAC02_HF","11","WL1","warm","long","chill1"
"ACESAC02_HF_12","ACESAC","02","HF","ACESAC02_HF","12","CS1","cool","short","chill1"
"ACESAC02_SH_01","ACESAC","02","SH","ACESAC02_SH","01","CS0","cool","short","chill0"
"ACESAC02_SH_02","ACESAC","02","SH","ACESAC02_SH","02","CL2","cool","long","chill2"
"ACESAC02_SH_03","ACESAC","02","SH","ACESAC02_SH","03","CS1","cool","short","chill1"
"ACESAC02_SH_04","ACESAC","02","SH","ACESAC02_SH","04","WL2","warm","long","chill2"
"ACESAC02_SH_05","ACESAC","02","SH","ACESAC02_SH","05","WL0","warm","long","chill0"
"ACESAC02_SH_06","ACESAC","02","SH","ACESAC02_SH","06","WS1","warm","short","chill1"
"ACESAC02_SH_07","ACESAC","02","SH","ACESAC02_SH","07","WL1","warm","long","chill1"
"ACESAC02_SH_08","ACESAC","02","SH","ACESAC02_SH","08","WS2","warm","short","chill2"
"ACESAC02_SH_09","ACESAC","02","SH","ACESAC02_SH","09","CL0","cool","long","chill0"
"ACESAC02_SH_10","ACESAC","02","SH","ACESAC02_SH","10","CL1","cool","long","chill1"
"ACESAC02_SH_11","ACESAC","02","SH","ACESAC02_SH","11","WS0","warm","short","chill0"
"ACESAC02_SH_12","ACESAC","02","SH","ACESAC02_SH","12","CS2","cool","short","chill2"
"ACESAC03_SH_01","ACESAC","03","SH","ACESAC03_SH","01","CS0","cool","short","chill0"
"ACESAC03_SH_02","ACESAC","03","SH","ACESAC03_SH","02","WS2","warm","short","chill2"
"ACESAC03_SH_03","ACESAC","03","SH","ACESAC03_SH","03","WS1","warm","short","chill1"
"ACESAC03_SH_04","ACESAC","03","SH","ACESAC03_SH","04","CL1","cool","long","chill1"
"ACESAC03_SH_05","ACESAC","03","SH","ACESAC03_SH","05","WL0","warm","long","chill0"
"ACESAC03_SH_06","ACESAC","03","SH","ACESAC03_SH","06","WL1","warm","long","chill1"
"ACESAC03_SH_07","ACESAC","03","SH","ACESAC03_SH","07","CL0","cool","long","chill0"
"ACESAC03_SH_08","ACESAC","03","SH","ACESAC03_SH","08","CS1","cool","short","chill1"
"ACESAC03_SH_09","ACESAC","03","SH","ACESAC03_SH","09","WS0","warm","short","chill0"
"ACESAC03_SH_10","ACESAC","03","SH","ACESAC03_SH","10","CS2","cool","short","chill2"
"ACESAC03_SH_11","ACESAC","03","SH","ACESAC03_SH","11","WL2","warm","long","chill2"
"ACESAC03_SH_12","ACESAC","03","SH","ACESAC03_SH","12","CL2","cool","long","chill2"
"ACESAC05_HF_01","ACESAC","05","HF","ACESAC05_HF","01","WL1","warm","long","chill1"
"ACESAC05_HF_02","ACESAC","05","HF","ACESAC05_HF","02","WS0","warm","short","chill0"
"ACESAC05_HF_03","ACESAC","05","HF","ACESAC05_HF","03","WS2","warm","short","chill2"
"ACESAC05_HF_04","ACESAC","05","HF","ACESAC05_HF","04","WL2","warm","long","chill2"
"ACESAC05_HF_05","ACESAC","05","HF","ACESAC05_HF","05","CL1","cool","long","chill1"
"ACESAC05_HF_06","ACESAC","05","HF","ACESAC05_HF","06","WL0","warm","long","chill0"
"ACESAC05_HF_07","ACESAC","05","HF","ACESAC05_HF","07","CL0","cool","long","chill0"
"ACESAC05_HF_08","ACESAC","05","HF","ACESAC05_HF","08","CL2","cool","long","chill2"
"ACESAC05_HF_09","ACESAC","05","HF","ACESAC05_HF","09","CS2","cool","short","chill2"
"ACESAC05_HF_10","ACESAC","05","HF","ACESAC05_HF","10","WS1","warm","short","chill1"
"ACESAC05_HF_11","ACESAC","05","HF","ACESAC05_HF","11","CS1","cool","short","chill1"
"ACESAC05_HF_12","ACESAC","05","HF","ACESAC05_HF","12","CS0","cool","short","chill0"
"ACESAC06_HF_01","ACESAC","06","HF","ACESAC06_HF","01","WS2","warm","short","chill2"
"ACESAC06_HF_02","ACESAC","06","HF","ACESAC06_HF","02","CL2","cool","long","chill2"
"ACESAC06_HF_03","ACESAC","06","HF","ACESAC06_HF","03","CL1","cool","long","chill1"
"ACESAC06_HF_04","ACESAC","06","HF","ACESAC06_HF","04","WL2","warm","long","chill2"
"ACESAC06_HF_05","ACESAC","06","HF","ACESAC06_HF","05","WS0","warm","short","chill0"
"ACESAC06_HF_06","ACESAC","06","HF","ACESAC06_HF","06","CL0","cool","long","chill0"
"ACESAC06_HF_07","ACESAC","06","HF","ACESAC06_HF","07","WL0","warm","long","chill0"
"ACESAC06_HF_08","ACESAC","06","HF","ACESAC06_HF","08","WS1","warm","short","chill1"
"ACESAC06_HF_09","ACESAC","06","HF","ACESAC06_HF","09","WL1","warm","long","chill1"
"ACESAC06_HF_10","ACESAC","06","HF","ACESAC06_HF","10","CS2","cool","short","chill2"
"ACESAC06_HF_11","ACESAC","06","HF","ACESAC06_HF","11","CS0","cool","short","chill0"
"ACESAC06_HF_12","ACESAC","06","HF","ACESAC06_HF","12","CS1","cool","short","chill1"
"ACESAC07_HF_01","ACESAC","07","HF","ACESAC07_HF","01","CL0","cool","long","chill0"
"ACESAC07_HF_02","ACESAC","07","HF","ACESAC07_HF","02","CS0","cool","short","chill0"
"ACESAC07_HF_03","ACESAC","07","HF","ACESAC07_HF","03","CS1","cool","short","chill1"
"ACESAC07_HF_04","ACESAC","07","HF","ACESAC07_HF","04","CS2","cool","short","chill2"
"ACESAC07_HF_05","ACESAC","07","HF","ACESAC07_HF","05","CL2","cool","long","chill2"
"ACESAC07_HF_06","ACESAC","07","HF","ACESAC07_HF","06","WL1","warm","long","chill1"
"ACESAC07_HF_07","ACESAC","07","HF","ACESAC07_HF","07","WS2","warm","short","chill2"
"ACESAC07_HF_08","ACESAC","07","HF","ACESAC07_HF","08","WS1","warm","short","chill1"
"ACESAC07_HF_09","ACESAC","07","HF","ACESAC07_HF","09","WS0","warm","short","chill0"
"ACESAC07_HF_10","ACESAC","07","HF","ACESAC07_HF","10","WL0","warm","long","chill0"
"ACESAC07_HF_11","ACESAC","07","HF","ACESAC07_HF","11","WL2","warm","long","chill2"
"ACESAC07_HF_12","ACESAC","07","HF","ACESAC07_HF","12","CL1","cool","long","chill1"
"ACESAC07_SH_01","ACESAC","07","SH","ACESAC07_SH","01","CS0","cool","short","chill0"
"ACESAC07_SH_02","ACESAC","07","SH","ACESAC07_SH","02","CS1","cool","short","chill1"
"ACESAC07_SH_03","ACESAC","07","SH","ACESAC07_SH","03","CS2","cool","short","chill2"
"ACESAC07_SH_04","ACESAC","07","SH","ACESAC07_SH","04","WL0","warm","long","chill0"
"ACESAC07_SH_05","ACESAC","07","SH","ACESAC07_SH","05","CL1","cool","long","chill1"
"ACESAC07_SH_06","ACESAC","07","SH","ACESAC07_SH","06","CL0","cool","long","chill0"
"ACESAC07_SH_07","ACESAC","07","SH","ACESAC07_SH","07","CL2","cool","long","chill2"
"ACESAC07_SH_08","ACESAC","07","SH","ACESAC07_SH","08","WL1","warm","long","chill1"
"ACESAC07_SH_09","ACESAC","07","SH","ACESAC07_SH","09","WS0","warm","short","chill0"
"ACESAC07_SH_10","ACESAC","07","SH","ACESAC07_SH","10","WS2","warm","short","chill2"
"ACESAC07_SH_11","ACESAC","07","SH","ACESAC07_SH","11","WS1","warm","short","chill1"
"ACESAC07_SH_12","ACESAC","07","SH","ACESAC07_SH","12","WL2","warm","long","chill2"
"ACESAC09_SH_01","ACESAC","09","SH","ACESAC09_SH","01","WL1","warm","long","chill1"
"ACESAC09_SH_02","ACESAC","09","SH","ACESAC09_SH","02","WL0","warm","long","chill0"
"ACESAC09_SH_03","ACESAC","09","SH","ACESAC09_SH","03","WS2","warm","short","chill2"
"ACESAC09_SH_04","ACESAC","09","SH","ACESAC09_SH","04","CL1","cool","long","chill1"
"ACESAC09_SH_05","ACESAC","09","SH","ACESAC09_SH","05","WS1","warm","short","chill1"
"ACESAC09_SH_06","ACESAC","09","SH","ACESAC09_SH","06","CS1","cool","short","chill1"
"ACESAC09_SH_07","ACESAC","09","SH","ACESAC09_SH","07","WS0","warm","short","chill0"
"ACESAC09_SH_08","ACESAC","09","SH","ACESAC09_SH","08","CS0","cool","short","chill0"
"ACESAC09_SH_09","ACESAC","09","SH","ACESAC09_SH","09","CS2","cool","short","chill2"
"ACESAC09_SH_10","ACESAC","09","SH","ACESAC09_SH","10","CL0","cool","long","chill0"
"ACESAC09_SH_11","ACESAC","09","SH","ACESAC09_SH","11","WL2","warm","long","chill2"
"ACESAC09_SH_12","ACESAC","09","SH","ACESAC09_SH","12","CL2","cool","long","chill2"
"ACESAC10_HF_01","ACESAC","10","HF","ACESAC10_HF","01","CS1","cool","short","chill1"
"ACESAC10_HF_02","ACESAC","10","HF","ACESAC10_HF","02","WS0","warm","short","chill0"
"ACESAC10_HF_03","ACESAC","10","HF","ACESAC10_HF","03","CS0","cool","short","chill0"
"ACESAC10_HF_04","ACESAC","10","HF","ACESAC10_HF","04","CL2","cool","long","chill2"
"ACESAC10_HF_05","ACESAC","10","HF","ACESAC10_HF","05","CL1","cool","long","chill1"
"ACESAC10_HF_06","ACESAC","10","HF","ACESAC10_HF","06","WL0","warm","long","chill0"
"ACESAC10_HF_07","ACESAC","10","HF","ACESAC10_HF","07","WL1","warm","long","chill1"
"ACESAC10_HF_08","ACESAC","10","HF","ACESAC10_HF","08","CS2","cool","short","chill2"
"ACESAC10_HF_09","ACESAC","10","HF","ACESAC10_HF","09","WS1","warm","short","chill1"
"ACESAC10_HF_10","ACESAC","10","HF","ACESAC10_HF","10","WS2","warm","short","chill2"
"ACESAC10_HF_11","ACESAC","10","HF","ACESAC10_HF","11","WL2","warm","long","chill2"
"ACESAC10_HF_12","ACESAC","10","HF","ACESAC10_HF","12","CL0","cool","long","chill0"
"ACESAC10_SH_01","ACESAC","10","SH","ACESAC10_SH","01","WS1","warm","short","chill1"
"ACESAC10_SH_02","ACESAC","10","SH","ACESAC10_SH","02","WS0","warm","short","chill0"
"ACESAC10_SH_03","ACESAC","10","SH","ACESAC10_SH","03","CL1","cool","long","chill1"
"ACESAC10_SH_04","ACESAC","10","SH","ACESAC10_SH","04","CS0","cool","short","chill0"
"ACESAC10_SH_05","ACESAC","10","SH","ACESAC10_SH","05","WL2","warm","long","chill2"
"ACESAC10_SH_06","ACESAC","10","SH","ACESAC10_SH","06","CS2","cool","short","chill2"
"ACESAC10_SH_07","ACESAC","10","SH","ACESAC10_SH","07","CS1","cool","short","chill1"
"ACESAC10_SH_08","ACESAC","10","SH","ACESAC10_SH","08","WS2","warm","short","chill2"
"ACESAC10_SH_09","ACESAC","10","SH","ACESAC10_SH","09","CL2","cool","long","chill2"
"ACESAC10_SH_10","ACESAC","10","SH","ACESAC10_SH","10","WL1","warm","long","chill1"
"ACESAC10_SH_11","ACESAC","10","SH","ACESAC10_SH","11","WL0","warm","long","chill0"
"ACESAC10_SH_12","ACESAC","10","SH","ACESAC10_SH","12","CL0","cool","long","chill0"
"ACESAC99_SH_01","ACESAC","99","SH","ACESAC99_SH","01","CS1","cool","short","chill1"
"ACESAC99_SH_02","ACESAC","99","SH","ACESAC99_SH","02","CL2","cool","long","chill2"
"ACESAC99_SH_03","ACESAC","99","SH","ACESAC99_SH","03","WL0","warm","long","chill0"
"ACESAC99_SH_04","ACESAC","99","SH","ACESAC99_SH","04","CS0","cool","short","chill0"
"ACESAC99_SH_05","ACESAC","99","SH","ACESAC99_SH","05","WL1","warm","long","chill1"
"ACESAC99_SH_06","ACESAC","99","SH","ACESAC99_SH","06","WS0","warm","short","chill0"
"ACESAC99_SH_07","ACESAC","99","SH","ACESAC99_SH","07","WL2","warm","long","chill2"
"ACESAC99_SH_08","ACESAC","99","SH","ACESAC99_SH","08","CL1","cool","long","chill1"
"ACESAC99_SH_09","ACESAC","99","SH","ACESAC99_SH","09","WS2","warm","short","chill2"
"ACESAC99_SH_10","ACESAC","99","SH","ACESAC99_SH","10","CL0","cool","long","chill0"
"ACESAC99_SH_11","ACESAC","99","SH","ACESAC99_SH","11","CS2","cool","short","chill2"
"ACESAC99_SH_12","ACESAC","99","SH","ACESAC99_SH","12","WS1","warm","short","chill1"
"ALNINC01_HF_01","ALNINC","01","HF","ALNINC01_HF","01","CS0","cool","short","chill0"
"ALNINC01_HF_02","ALNINC","01","HF","ALNINC01_HF","02","CL0","cool","long","chill0"
"ALNINC01_HF_03","ALNINC","01","HF","ALNINC01_HF","03","WL0","warm","long","chill0"
"ALNINC01_HF_04","ALNINC","01","HF","ALNINC01_HF","04","WS0","warm","short","chill0"
"ALNINC01_SH_01","ALNINC","01","SH","ALNINC01_SH","01","WS0","warm","short","chill0"
"ALNINC01_SH_02","ALNINC","01","SH","ALNINC01_SH","02","CS0","cool","short","chill0"
"ALNINC01_SH_03","ALNINC","01","SH","ALNINC01_SH","03","WL0","warm","long","chill0"
"ALNINC01_SH_04","ALNINC","01","SH","ALNINC01_SH","04","CL0","cool","long","chill0"
"ALNINC02_HF_01","ALNINC","02","HF","ALNINC02_HF","01","CS0","cool","short","chill0"
"ALNINC02_HF_02","ALNINC","02","HF","ALNINC02_HF","02","WS0","warm","short","chill0"
"ALNINC02_HF_03","ALNINC","02","HF","ALNINC02_HF","03","WL0","warm","long","chill0"
"ALNINC02_HF_04","ALNINC","02","HF","ALNINC02_HF","04","CL0","cool","long","chill0"
"ALNINC02_SH_01","ALNINC","02","SH","ALNINC02_SH","01","WS0","warm","short","chill0"
"ALNINC02_SH_02","ALNINC","02","SH","ALNINC02_SH","02","CL0","cool","long","chill0"
"ALNINC02_SH_03","ALNINC","02","SH","ALNINC02_SH","03","CS0","cool","short","chill0"
"ALNINC02_SH_04","ALNINC","02","SH","ALNINC02_SH","04","WL0","warm","long","chill0"
"ALNINC04_HF_01","ALNINC","04","HF","ALNINC04_HF","01","WS0","warm","short","chill0"
"ALNINC04_HF_02","ALNINC","04","HF","ALNINC04_HF","02","CS0","cool","short","chill0"
"ALNINC04_HF_03","ALNINC","04","HF","ALNINC04_HF","03","WL0","warm","long","chill0"
"ALNINC04_HF_04","ALNINC","04","HF","ALNINC04_HF","04","CL0","cool","long","chill0"
"ALNINC04_SH_01","ALNINC","04","SH","ALNINC04_SH","01","WL0","warm","long","chill0"
"ALNINC04_SH_02","ALNINC","04","SH","ALNINC04_SH","02","CS0","cool","short","chill0"
"ALNINC04_SH_03","ALNINC","04","SH","ALNINC04_SH","03","CL0","cool","long","chill0"
"ALNINC04_SH_04","ALNINC","04","SH","ALNINC04_SH","04","WS0","warm","short","chill0"
"ALNINC05_HF_01","ALNINC","05","HF","ALNINC05_HF","01","CL0","cool","long","chill0"
"ALNINC05_HF_02","ALNINC","05","HF","ALNINC05_HF","02","CS0","cool","short","chill0"
"ALNINC05_HF_03","ALNINC","05","HF","ALNINC05_HF","03","WS0","warm","short","chill0"
"ALNINC05_HF_04","ALNINC","05","HF","ALNINC05_HF","04","WL0","warm","long","chill0"
"ALNINC05_SH_01","ALNINC","05","SH","ALNINC05_SH","01","CL0","cool","long","chill0"
"ALNINC05_SH_02","ALNINC","05","SH","ALNINC05_SH","02","WL0","warm","long","chill0"
"ALNINC05_SH_03","ALNINC","05","SH","ALNINC05_SH","03","CS0","cool","short","chill0"
"ALNINC05_SH_04","ALNINC","05","SH","ALNINC05_SH","04","WS0","warm","short","chill0"
"ALNINC06_SH_01","ALNINC","06","SH","ALNINC06_SH","01","WS0","warm","short","chill0"
"ALNINC06_SH_02","ALNINC","06","SH","ALNINC06_SH","02","CL0","cool","long","chill0"
"ALNINC06_SH_03","ALNINC","06","SH","ALNINC06_SH","03","WL0","warm","long","chill0"
"ALNINC06_SH_04","ALNINC","06","SH","ALNINC06_SH","04","CS0","cool","short","chill0"
"ALNINC07_HF_01","ALNINC","07","HF","ALNINC07_HF","01","WS0","warm","short","chill0"
"ALNINC07_HF_02","ALNINC","07","HF","ALNINC07_HF","02","CS0","cool","short","chill0"
"ALNINC07_HF_03","ALNINC","07","HF","ALNINC07_HF","03","WL0","warm","long","chill0"
"ALNINC07_HF_04","ALNINC","07","HF","ALNINC07_HF","04","CL0","cool","long","chill0"
"ALNINC07_SH_01","ALNINC","07","SH","ALNINC07_SH","01","WS0","warm","short","chill0"
"ALNINC07_SH_02","ALNINC","07","SH","ALNINC07_SH","02","CL0","cool","long","chill0"
"ALNINC07_SH_03","ALNINC","07","SH","ALNINC07_SH","03","WL0","warm","long","chill0"
"ALNINC07_SH_04","ALNINC","07","SH","ALNINC07_SH","04","CS0","cool","short","chill0"
"ALNINC08_HF_01","ALNINC","08","HF","ALNINC08_HF","01","WS0","warm","short","chill0"
"ALNINC08_HF_02","ALNINC","08","HF","ALNINC08_HF","02","WL0","warm","long","chill0"
"ALNINC08_HF_03","ALNINC","08","HF","ALNINC08_HF","03","CS0","cool","short","chill0"
"ALNINC08_HF_04","ALNINC","08","HF","ALNINC08_HF","04","CL0","cool","long","chill0"
"AROMEL04_HF_01","AROMEL","04","HF","AROMEL04_HF","01","WS0","warm","short","chill0"
"AROMEL04_HF_02","AROMEL","04","HF","AROMEL04_HF","02","CS0","cool","short","chill0"
"AROMEL04_HF_03","AROMEL","04","HF","AROMEL04_HF","03","CL0","cool","long","chill0"
"AROMEL04_HF_04","AROMEL","04","HF","AROMEL04_HF","04","WL0","warm","long","chill0"
"AROMEL06_HF_01","AROMEL","06","HF","AROMEL06_HF","01","WS0","warm","short","chill0"
"AROMEL06_HF_02","AROMEL","06","HF","AROMEL06_HF","02","CL0","cool","long","chill0"
"AROMEL06_HF_03","AROMEL","06","HF","AROMEL06_HF","03","CS0","cool","short","chill0"
"AROMEL06_HF_04","AROMEL","06","HF","AROMEL06_HF","04","WL0","warm","long","chill0"
"AROMEL08_HF_01","AROMEL","08","HF","AROMEL08_HF","01","WL0","warm","long","chill0"
"AROMEL08_HF_02","AROMEL","08","HF","AROMEL08_HF","02","CS0","cool","short","chill0"
"AROMEL08_HF_03","AROMEL","08","HF","AROMEL08_HF","03","CL0","cool","long","chill0"
"AROMEL08_HF_04","AROMEL","08","HF","AROMEL08_HF","04","WS0","warm","short","chill0"
"AROMEL11_HF_01","AROMEL","11","HF","AROMEL11_HF","01","CL0","cool","long","chill0"
"AROMEL11_HF_02","AROMEL","11","HF","AROMEL11_HF","02","CS0","cool","short","chill0"
"AROMEL11_HF_03","AROMEL","11","HF","AROMEL11_HF","03","WL0","warm","long","chill0"
"AROMEL11_HF_04","AROMEL","11","HF","AROMEL11_HF","04","WS0","warm","short","chill0"
"BETALL01_SH_01","BETALL","01","SH","BETALL01_SH","01","WL0","warm","long","chill0"
"BETALL01_SH_02","BETALL","01","SH","BETALL01_SH","02","CL0","cool","long","chill0"
"BETALL01_SH_03","BETALL","01","SH","BETALL01_SH","03","CS2","cool","short","chill2"
"BETALL01_SH_04","BETALL","01","SH","BETALL01_SH","04","WL2","warm","long","chill2"
"BETALL01_SH_05","BETALL","01","SH","BETALL01_SH","05","CL2","cool","long","chill2"
"BETALL01_SH_06","BETALL","01","SH","BETALL01_SH","06","WS1","warm","short","chill1"
"BETALL01_SH_07","BETALL","01","SH","BETALL01_SH","07","WS2","warm","short","chill2"
"BETALL01_SH_08","BETALL","01","SH","BETALL01_SH","08","CL1","cool","long","chill1"
"BETALL01_SH_09","BETALL","01","SH","BETALL01_SH","09","CS1","cool","short","chill1"
"BETALL01_SH_10","BETALL","01","SH","BETALL01_SH","10","WS0","warm","short","chill0"
"BETALL01_SH_11","BETALL","01","SH","BETALL01_SH","11","CS0","cool","short","chill0"
"BETALL01_SH_12","BETALL","01","SH","BETALL01_SH","12","WL1","warm","long","chill1"
"BETALL02_SH_01","BETALL","02","SH","BETALL02_SH","01","CL2","cool","long","chill2"
"BETALL02_SH_02","BETALL","02","SH","BETALL02_SH","02","CS1","cool","short","chill1"
"BETALL02_SH_03","BETALL","02","SH","BETALL02_SH","03","CS0","cool","short","chill0"
"BETALL02_SH_04","BETALL","02","SH","BETALL02_SH","04","WS2","warm","short","chill2"
"BETALL02_SH_05","BETALL","02","SH","BETALL02_SH","05","CL1","cool","long","chill1"
"BETALL02_SH_06","BETALL","02","SH","BETALL02_SH","06","WS1","warm","short","chill1"
"BETALL02_SH_07","BETALL","02","SH","BETALL02_SH","07","WS0","warm","short","chill0"
"BETALL02_SH_08","BETALL","02","SH","BETALL02_SH","08","CS2","cool","short","chill2"
"BETALL02_SH_09","BETALL","02","SH","BETALL02_SH","09","WL2","warm","long","chill2"
"BETALL02_SH_10","BETALL","02","SH","BETALL02_SH","10","WL1","warm","long","chill1"
"BETALL02_SH_11","BETALL","02","SH","BETALL02_SH","11","WL0","warm","long","chill0"
"BETALL02_SH_12","BETALL","02","SH","BETALL02_SH","12","CL0","cool","long","chill0"
"BETALL03_SH_01","BETALL","03","SH","BETALL03_SH","01","WS2","warm","short","chill2"
"BETALL03_SH_02","BETALL","03","SH","BETALL03_SH","02","CS0","cool","short","chill0"
"BETALL03_SH_03","BETALL","03","SH","BETALL03_SH","03","WS0","warm","short","chill0"
"BETALL03_SH_04","BETALL","03","SH","BETALL03_SH","04","CL0","cool","long","chill0"
"BETALL03_SH_05","BETALL","03","SH","BETALL03_SH","05","WL2","warm","long","chill2"
"BETALL03_SH_06","BETALL","03","SH","BETALL03_SH","06","WL0","warm","long","chill0"
"BETALL03_SH_07","BETALL","03","SH","BETALL03_SH","07","CL1","cool","long","chill1"
"BETALL03_SH_08","BETALL","03","SH","BETALL03_SH","08","CL2","cool","long","chill2"
"BETALL03_SH_09","BETALL","03","SH","BETALL03_SH","09","CS1","cool","short","chill1"
"BETALL03_SH_10","BETALL","03","SH","BETALL03_SH","10","WL1","warm","long","chill1"
"BETALL03_SH_11","BETALL","03","SH","BETALL03_SH","11","CS2","cool","short","chill2"
"BETALL03_SH_12","BETALL","03","SH","BETALL03_SH","12","WS1","warm","short","chill1"
"BETALL08_SH_01","BETALL","08","SH","BETALL08_SH","01","WS0","warm","short","chill0"
"BETALL08_SH_02","BETALL","08","SH","BETALL08_SH","02","WL0","warm","long","chill0"
"BETALL08_SH_03","BETALL","08","SH","BETALL08_SH","03","CL0","cool","long","chill0"
"BETALL08_SH_04","BETALL","08","SH","BETALL08_SH","04","WL1","warm","long","chill1"
"BETALL08_SH_05","BETALL","08","SH","BETALL08_SH","05","WL2","warm","long","chill2"
"BETALL08_SH_06","BETALL","08","SH","BETALL08_SH","06","CS0","cool","short","chill0"
"BETALL08_SH_07","BETALL","08","SH","BETALL08_SH","07","WS2","warm","short","chill2"
"BETALL08_SH_08","BETALL","08","SH","BETALL08_SH","08","WS1","warm","short","chill1"
"BETALL08_SH_09","BETALL","08","SH","BETALL08_SH","09","CS1","cool","short","chill1"
"BETALL08_SH_10","BETALL","08","SH","BETALL08_SH","10","CL2","cool","long","chill2"
"BETALL08_SH_11","BETALL","08","SH","BETALL08_SH","11","CL1","cool","long","chill1"
"BETALL08_SH_12","BETALL","08","SH","BETALL08_SH","12","CS2","cool","short","chill2"
